ext_id,current_name,former_name,type,document,district,guide_area,year_1956,year_1946,year_1940,year_1936,uuid
416,Nicolae Labiş,Zona Odobescu,str.,,Odobescu,C6,,,,,3659ecaa-13c1-4444-951b-0efd9a246caa
433,Nicolae Leonard,Leonard Nicolae,str.,,Dâmboviţa,B8,Leonard,Friedel,,Friedel,59275d10-86a9-4cf6-934a-6732324e4c85
1156,Nicolae Stoica De Haţeg,Haţeg Ioan,str.,HCJ 23/1993,Ciada Roşie,H10,Haţeg Ioan,,,,8adb1ea1-cd89-423b-bf27-85945d1f73ad
2060,Nicolae Table,Str. Nouă,str.,HCL 57/2002,"C. Aradului, Torontal",E1,,,,,0cfc7112-2141-43fd-a107-e31bb3d8a403
1157,Nicolae Tincu Velea,Căciulata,str.,HCJ 23/1993,Plopi,"I4,I5,J4",Vavilov,,,,aaffb442-590a-4d1a-b7c6-536eeb438810
818,Nicolae Titulescu,Titulescu Nicolae,splai,,Gară-Solventul,"A6,B5,B6,C6",,,,,d4f70d55-da6b-4f4d-9da1-8b79360a67b9
953,Nicolae Ursu,Ursu Nicolae,str.,,Ghiroda,I3,Scînteia,,,,540dafc7-b174-4aee-82d8-21e5f35b3203
211,Nicolaus Copernic,Copernic Nicolaus,str.,,I.I. De La Brad,"FI, E1",Livonia,Livonia,,Livonia,eec83f0f-8a4a-47bc-871a-34c584e505aa
432,Nicolaus Lenau,Lenau Nicolaus,str.,,Cetate,D 4,Lenau Nicolaus,Baron Vest,,Baron Vest,432d3549-bb0a-4466-92d1-15327317a320
567,Nicolinţ,Nicolinţ,str.,,Campus Universitar,F5,Nicolinţ,Nicolinţ,Nicolinţ,Nicolinţ,9fa42246-faf5-4cdc-a12d-b5cc3fbb9ec0
568,Nicoreşti,Nicoreşti,alee,,Steaua,"B11, B12",,,,,d1b64d84-a3f0-4cce-800a-a0c2d4da3a91
311,Nicu Filipescu,Filipescu Leonte,str.,HCJ 23/1993,Medicinei,"E3, E4",Barthou Luis,Barthou Luis,,Barthou Luis,27980eb2-b450-4fd9-99a2-d297acf72610
2270,Nikolaus Berwanger,Str. Nouă,str.,HCL 185/2009,Piaţa 700 Timişoara,,,,,,5a80c7f6-94fb-4c10-ad0e-bad73490a0d4
1195,Nistrului,Galaţi,splai,HCJ 23/1993,Fabric,"E3, E4, F3",Gogol Nicolai Vasilievici,Drăghici Alexandru,,,91d77c90-13d6-4e7e-929b-14d20ff6adba
2068,Norma,Str. Nouă,str.,HCL151/2001,Mureş-Muzicescu,H10,,,,,fd2f584b-ef81-4f3c-90ea-99b357766d81
570,Nouă,Nouă,str.,,Lunei,,,,,,fc0ea0f7-fa6b-4670-98e6-949d3eceb26c
570,Nouă,Prelungirea Celei Existente,str.,HCL 150/2001,Piaţa Istria,I6,,,,,1a8aee49-4c2b-4653-af81-d9da3af26c87
572,Nufăr,Nufăr,str.,,Gară-Solventul,"A5, A6",Nufăr,,Nicolae Bălcescu,,13b0b080-d52f-4803-924b-c0f3c5248e99
577,Obreja,Obreja,str.,,Ghiroda,I 4,Maretzkaia,,,,92c338c1-7ec0-4f4d-a8d6-112eda5c70c1
87,Octav Băncilă,Băncilă Octav,str.,,Andreescu,Z8,,,,,a445ed5d-8d49-4e44-8fe0-0bf96dfcefe5
347,Octavian Goga,Goga Octavian,str.,,Odobescu,C6,,,,,2bd05e1e-96fb-4299-a061-eae0d5d5b6e3
2264,Octavian Paler,Str. Nouă,str.,HCL 355/2008,Plopi-Rudolf Walter,,,,,,abc04e31-cfb9-4f14-9454-9ee85684716d
2037,Oedip,Str. Nouă,str.,HCL 151/2001,Lidia-Mureş-Muzicescu,"F10, G10",,,,,57b2f0a7-3758-4d9e-a75e-9c931b11e913
578,Ofcea,Ofcea,str.,,Campus-Trubadur,"E4,E5,F4,F5",Ofcea,Ofcea,Ofcea,Ofcea,6cc9f038-5d2a-4970-8541-ed7cd6e93ad0
579,Oglinzilor,Oglinzilor,str.,,Soarelui,F8,,,,,5bcc0891-8be2-45e4-be1b-ea13e327a9b7
580,Oituz,Oituz,str.,,Oituz-Cetate,D3,Oituz,Oituz,Oituz,Oituz,820f2ea6-ebbe-494a-997d-4efab326bd35
581,Olanda,Olanda,str.,,Viilor,E1,Olanda,Olanda,Olanda,Olanda,672fa259-d908-44fd-bb4a-8a8a0969b646
582,Olarilor,Olarilor,str.,,Ciarda Roşie,"H8, H9",,,,,699a7034-afe3-4385-976a-7d40c7d17fb1
587,Onoarei,Onoarei,intr.,,C.Şagului,B9,,,,,13ec2231-386a-4a51-874f-071aa328a52d
1237,Oraviţa,Oraviţa,str.,,Viilor-I.I. De La Brad,F1,,,,,c517b654-2c1e-42f7-b245-14887af002b7
591,Orăştie,Orăştie,str.,,Modern,"G2, H2",Roşu Mihai,Roşu Mihai,Roşu Mihai,Roşu Mihai,5c621a50-56a6-4561-9a94-12345a8f2a0e
363,Orhei,Grunberg Lazăr,str.,HCJ 23/1993,Blaşcovici,"A4, B4",Grunbrg Lazăr,Comşa Spătaru,Comşa Spătaru,Comşa Spătaru,502dc882-92dd-4f99-a074-f9b01bc4b489
2178,Orhideelor,Între Str. Magnoliei Şi Str. Crăiţelor,str.,HCL53/2006,Calea Buziaşului,,,,,,4391337e-d72f-4f2c-9cd2-4b2a256cfce9
592,Orion,Orion,str.,,Soarelui,"G8,G9",,,,,c4c72899-174a-4624-9cdc-c046889bfbd5
593,Orizont,Orizont,intr.,,C.Martirilor,"D8, D9",,,,,02675b39-dc18-44be-9969-7cbf9f024505
1160,Ormos Zsigmond,Str. Nouă,intr.,HCJ 23/1993,Loga,D4,,,,,5c6bb238-bd15-4ddb-942a-01a095a353e0
594,Orşova,Orşova,str.,,Aradului Vest,"C1, C I",,,,,9d111b33-fae5-4f1f-9eab-46be7cdbaa8d
595,Ovidiu,Ovidiu,str.,,Dorobanţilor,"G2,G3",Ovidiu,Ovidiu,Ovidiu,Ovidiu,a082ec98-174a-4f47-9827-9dbd99b580f7
2208,Ovidiu Cionca,Intr. Nouă,intr.,HCL 53/2006,Aeroport,,,,,,234d2619-345c-4b27-8b2c-49daa094ec52
1914,Ovidiu Cotruş,Str. Nouă (Şagului-Slavici),str.,HCJ 5/2000,Freidorf,"Z10, Z11",,,,,5db01356-4c1c-440a-a10a-01cf0928d416
600,Palanca,Palanca,str.,,Cetate,"D3, D4",Palanca,Palanca,Palanca,Palanca,42b61dde-1152-4fec-9316-b66011b2101e
2201,Palermo,Str. Nouă,str.,HCL53/2006,C.Şagului -Dn59Km7,,,,,,421ed611-15b9-4b2b-a8c1-53804e9f86e5
601,Palmierilor,Palmierilor,str.,,Modern,"G2, H2",Tincu Velea,Tincu Velea,Tincu Velea,Tincu Velea,5f1885f7-fe7f-4bcb-8674-5e7d656c2974
1161,Pan Halipa,Paralelă Cu M.Basarab Şi I.Flondor,str.,HCJ 23/1993,Bucovina,C2,,,,,8dcdc3fb-e616-406b-8948-9c77c6dc2580
2011,Panait Istrati,Braila ( Fost Sediu Comtim),str.,,Piata 700,C4,,,,,82bded45-774e-4148-9384-31197281acd1
604,Panselelor,Panselelor,str.,,Miloia,"C8, C9",Arh.Marinescu,Penelope,Penelope,Penelope,20e67296-bec5-4990-85f5-daa5c08e16b9
607,Parâng,Parâng,str.,,Plopi,"I4, I5",Nadejda Constantinovici,,,,dcbf549c-08a8-4245-b20a-309719045fab
605,Parcului,Parcului,str.,,Plopi,J5,Parcului,,,,9607584e-03be-48b4-80ca-165113212abd
606,Paris,Paris,str.,,Piaţa 700,D4,Paris,Paris,Paris,Paris,9158b51b-ccc8-4444-8199-d3f4062dd5c1
2197,Parma,Str. Nouă,str.,HCL53/2006,C.Şagului -Dn59Km7,,,,,,439852b7-8332-41fe-b2c5-5efc2f8d4849
2310,Partizanul,Partizanul,str.,DEZAFECTATĂ,Campus Universitar,E5,,,Dodona,,0230cfd7-c40c-47be-b7ec-e912182a8694
46,Patriarh Miron Cristea,Asăneşti,str.,HCJ 23/1993,Loga,"D4, D5",Asăneşti,Asăneşti,,Lonar,e016ed85-dd5e-4c65-802d-bf92aa282ede
618,Paul Chinezu,,str.,HCJ 23/1993,Cetate,D3,Paul Chinezul,Paul Chinezul,Paul Chinezul,Paul Chinezul,8bad207a-dcc2-4dc6-bb2d-e42bfeed7301
1164,Paul Constantinescu,Vasilescu Vasia,str.,HCJ 23/1993,Dâmboviţa,"A8, A9",Vasilescu Vasia,,,,e7675199-0d57-4d4c-96e6-2a7a8a773d9f
1164,Paul Constantinescu,Se Prelungeşte Str. Paul Constantinescu,str.,HCL 355/2008,Freidorf,,,,,,164815d8-17fa-406b-ba4c-9abcc900675e
400,Paul Iorgovici,Iorgovici Paul,str.,,Timocului,G3,Iorgovici N.,Iorgovici N,,Iorgovici N,0628f1aa-f9d9-4922-a4bf-587381fa64c9
2099,Paul Morand,Str. Nouă,str.,HCL 68/2003,Freidorf,,,,,,a8d567b1-1353-4fa8-a14c-82646950be98
242,Pavel Dan,Proletarul,str.,DEC.C.J.260/90,Andreescu,Z8,,,,,0ffbe178-211e-475e-a7c2-946b91ff18ef
2259,Pavel Jumanca,Denum. Nouă Între Str. Lacului Şi Str. Grădinii,str.,HCL 355/2008,Freidorf,,,,,,90dbb80b-87cf-44d6-b792-5b82f2fed228
2009,Pavel Rotariu,Popa Laurenţiu Bloc 7,intr.,HCJ 23/1993,Circumvalaţiunii I,"C3, D3",Popa Laurenţiu,Pilatus,Pilatus,Pilatus,1adced7f-a7a4-4a74-bc84-85a558726166
777,Pavel Stoica,Stoica Pavel,str.,,Ciarda Roşie,H10,Stoica Pavel,,,,8ade58e0-f9a2-45d6-9736-4e924634f0e5
613,Păcii,Păcii,str.,,Andreescu,"Z8, A8",,,,,fc6c579a-bf06-4f99-9f75-e5ddc7aafb95
615,Pădurarilor,Pădurarilor,str.,,Stadion,"E6, F6",,,,,60b24611-0301-4d85-ac56-7e9253eede07
614,Pădurea Verde,Pădurea Verde,alee,,Platf. Ind.Umt,"G1, H I, H1",,,,,50475218-4dc7-4c88-a032-3051583f900e
617,Păstorilor,Păstorilor,str.,,Ronaţ,Y5,Păstorilor,,,,76ca61da-00f0-4f15-9460-13f3f6ce05e3
2184,Pelbartus,Str. Nouă Perp. Pe Str. A. Coman (Ţine De Timişoara),str.,HCL 498/2006,Torontal-,,,,,,da4b2f27-2b23-4788-8bd1-43c7c8d2fc9c
1240,Pelicanului,Pelicanului,str.,,Ghiroda,I 3,,,,,6b88d033-cb16-4473-9d68-b3d6f9ed1c2c
621,Pelinului,Pelinului,str.,,Ronaţ,Z3,,,,,b2f23c9c-74df-4c65-8134-f60926e5b1c2
622,Peneş Curcanul,Peneş Curcanul,splai,,Dorobanţilor,F3,Peneş Curcanul,Peneş Curcanul,Peneş Curcanul,Peneş Curcanul,218e9ada-198d-4acf-af72-72a8f2a775d0
623,Pepinierei,Pepinierei,str.,,Spital,E8,,,,,849a5b78-f91a-4d39-945a-9e6b6da42441
624,Perlei,Perlei,str.,,Lipovei Viilor,"E I, D I",,,,,ae0c77f4-6eac-4edc-acc8-354c976fd6af
2282,Peru,Intr. Nouă,intr.,HCL 256/2010,Steaua-Fratelia,,,,,,45da45b9-5a1d-400d-beab-91421abb54a5
628,Petalelor,Petalelor,intr.,,Dâmboviţa,A8,,,,,f113cf83-5cdf-487f-8047-8b6e1b9ceac4
629,Petofi Sandor,Eliberării,piaţă,HCJ 23/1993,"Andreescu, Freid , Slavici","Y9, Z9",,,,,89cf8c4d-bd28-44ce-af4b-957e51216600
405,Petre Ispirescu,Ispirescu Petre,str.,,"Fabric, Timocului","F3, E3",Ispirescu Petre,Ispirescu Petre,,Ispirescu Petre,66e3f320-ec71-45e2-8bae-f4b81e3a4689
1262,Petre Olariu,Str. Nouă,str.,HCJ 5/2000,Viilor,E1,,,,,726f4840-8846-4e1a-aa68-43bda4ec4e3a
2247,Petre Păcurariu,Intr. Nouă,intr.,HCL 182/2007,Mehala,*,,,,,533989ad-3361-4f31-b5f0-a6efd3dbfda1
2193,Petre Puşchiţă,Intr. Nouă,intr.,HCL 498/2006,Plopi Sud,,,,,,c7d57b71-3d1b-4fc7-838f-6482261f99ab
1167,Petre Râmneanţu,Oltul (De La Babeş La Varlaam),str.,HCJ 23/1993,Campus Univ.-Piaţa Crucii,"D5, D6",Oltul,Oltul,Oltul,Oltul,d4a323f7-6a2b-4f7f-8084-bd3dd667d221
2273,Petre Stoica,Str. Nouă,str.,HCL 477/2009,Freidorf,,,,,,98962d70-6db3-4b52-a1f4-3c79cf7838eb
2279,Petru Bandu,Str. Nouă,str.,HCL 477/2009,Torontal După Aeroportul Utilitar,,,,,,37d01a7e-19a0-4d8b-82b2-e1346aebf0ed
169,Petru Cermena,Cermena Petru,str.,,Lunei,"F5,6",Cermena Petru,Cermena Petru,,Cermena Petru,c10b344b-8b55-4a78-b0c9-cde3ea4674fd
633,Petru Maior,Maior Petru,piaţă,,"Dorobanţilor,Crişan",G3,,,,,09da8fd5-51b0-4a5a-84e7-654573674612
685,Petru Rareş,Rareş Petru,piaţă,,Fabric,F3,Rareş Petru,Rareş Petru,Rareş Petru,Rareş Petru,2fa8b56d-7951-43ab-8a89-0a9d7833e550
881,Petru Sfetca,Vidra,str.,HCJ 23/1993,Fabric,F3,Vidra,Vidra,Vidra,Vidra,b09da751-223e-48fe-8103-d5b318a36712
2257,Petru Vintilă,Str. Nouă Pentru Partea Cu Nr. Impare,str.,HCL 354/2008,Gr. Alexandrescu,,,,,,4e445ddc-e4ce-453a-9a4d-025328168736
2138,Petuniei,Str. Nouă,str.,HCL 57/2004,Calea Buziaşului,,,,,,5105f9f8-f7ec-48e2-afaa-f550f2fa0c84
634,Piatra Craiului,Vincenţiu Babeş,str.,HCJ 5/2000,Cetate,D4,,Babeş Vincenţiu,Babeş Vincenţiu,Veneţia,12714268-c5a0-4044-ab17-fddde1c3dec1
636,Pindului,Pindului,str.,,Lunei,G5,Pindului,Pindului,Pindului,Pindului,b75b2fee-52f1-427b-ac91-4179902f2280
636,Pindului,Prelungirea Celei Existente,str.,HCL 151/2001,Fosta Piaţa Istria,I6,,,,,c5c585ac-ea11-4fd7-8725-8dd967de333e
637,Pisa,Pisa,str.,,I.I.De La Brad,F I,Pisa,Pisa,Pisa,Pisa,a199e0c6-38e1-4644-8bd3-d020aa386ab7
638,Plantelor,Plantelor,intr.,,Dâmboviţa,B9,,,,,ce31a1eb-f5b6-49d9-a540-94e47ba5dea5
639,Platanilor,Platanilor,str.,,Iosefin,"B6, B7",,,,,c8b79784-7783-4a49-913b-b9f05411b737
1169,Plautius Andronescu,Târnava,str.,HCJ 23/1993,Campus Univ.,"D5, E5",Târnava,Târnava,,,034b6c21-703d-4b9a-840d-3d2d16c5a9c8
640,Plevnei,Plevnei,piaţă,,Elisabetin,C5,,Plevnei,Plevnei,Plevnei,67fe1225-98a0-47bf-a99c-e1ba318bb52e
641,Plopului,Plopului,str.,,Plopi,"I 5, J 5",Panova Vera,,,,649fd4de-693c-4923-825c-e82d4727480e
644,Podgoriei,Podgoriei,str.,,Freidorf,"Y10, Z10",Popov A.,,,,f153b6fe-61d2-4e68-9217-49c9a91c4d37
647,Pogonici,Pogonici,intr.,,Dâmboviţa,B7,,,,,e7024ac4-6004-41a8-a878-0ec06ac3de01
648,Poiana Mărului,Poiana Mărului,str.,,Kuncz,H5,,Poiana Mărului,,,208f315e-9153-4eba-9e73-c2cd27b193fe
650,Poiana Ruscăi,Poiana Ruscăi,alee,,Dâmboviţa,B8,,,,,d2e1deaf-a36e-48b7-b276-14ea706da213
2311,Poieniţei,Poieniţei,alee,,Dâmboviţa,B8,,,,,b0c55a1a-11d0-4c0c-a76b-23779079554d
652,Polonă,Polonă,str.,,Freidorf,X10,Polonă,,,,af8f1cf4-a9ad-42fe-8f89-150dffa6893d
653,Pomiculturii,Pomiculturii,str.,,Lipovei Viilor,"D1, E1",Pomiculturii,Pummer,Pummer,Pummer,c99b3c13-b135-4840-86fb-e7f09cbc30c3
654,Poneasca,Poneasca,str.,,Mehala Ii,"A3, B3",Nicolaevici Ion,Nicolaevici Ion,Nicolaevici Ion,Nicolaevici Ion,41968b2c-c61d-49cf-954d-a057816e1278
2285,Popa Anca,Str. Nouă,str.,HCL 256/2010,Crişan,,,,,,479658d1-8682-48b0-acb4-49d218a545d0
2161,Popa Laurenţiu,Popa Laurenţiu,str.,,Circumvalaţiunii I,"C3, D3",Popa L. perp. Pe Zenit,Pilatus,Pilatus,Pilatus,0a08f084-5114-48ac-ba1b-68a2e0101c2c
2041,Popa Şapcă,Popa Şapcă,str.,,Tipografilor-Oituz,D3,Popa Şapcă,Churchil Winston,Lenau,Lenau,16681dba-e096-464b-af09-cb4120147aba
663,Posada,Posada,str.,,"Dâmboviţa, Iosefin",A7,Clisici Iosif,Mihnea Vodă,Mihnea Vodă,Mihnea Vodă,46cd3988-85af-4f93-b255-ea1bc9f6d40e
665,Prahova,Prahova,str.,,Dâmboviţa-Între Str.Banatul Şi Transilvania,"A7, B7",,,,,dc43918e-8a03-4738-aea2-3652366f51bb
667,Predeal,Predeal,intr.,,Medicinei,"E3, E4",,,Novac Aurel,,c3f628cc-0ca7-48c6-a7ba-0768e076bc14
2213,Preot Alexandru Bălaş,Str. Nouă,str.,HCL 182/2007,Mureş-Muzicescu,,,,,,8f2b3029-35db-485e-8aa9-12dee6715883
2312,Prepeliţei,Prepeliţei,str.,nu mai există,Andreescu,"Z7, Z8",,,,,880ba60e-661c-4d50-bfb4-911825a5b868
670,Prieteniei,Prieteniei,str.,,Giroda,"J2, J3",,,,,1640feaf-1781-48ac-841a-8866bafc24b0
671,Primăverii,Primăverii,str.,,Dorobanţilor,G3,Primăverii,Primăverii,Primăverii,Primăverii,af5ace99-3469-4583-91a7-cba34e224094
1171,Proclamaţia De La Timişoara,Eminescu Mihai,str.,HCJ 23/1993,Cetate,D4,,,,,ab11ceaf-797a-4601-be17-beba93e4e901
2173,Prof. Alexandru Cişman,Prel. Str. Madona( Hcl 68/03),str.,HCL 195/2005,"Ronaţ,Balta Verde","Z4, A4",str nouă,,,,f049b403-3af1-4825-9545-e03df6ec9745
1910,Prof. Anton Kathrein,Intr. Nouă,intr.,HCJ 5/2000,C.Şagului-Moraviţa,Z11,,,,,01f0bad5-373d-420a-ad33-a96c45c59e5d
990,Prof. Dr. Aurel Păunescu-Podeanu,D.Coresi De La C.Martirilor Până La Cal. Stan Vidrighin,str.,HCL 195/2005,"Stadion, C.Buziaşului","F6, G6",Coresi Diaconul,Coresi Diaconul,,Coresi Diaconul,2ba6d39e-09f1-4218-9ed8-4a3a7f302561
449,Prof. Gheorghe Longinescu,Longinesci Gheorghe Prof,str.,,Crişan,G3,Longinescu Gh. Prof.,Şuboni,Şuboni,Şuboni,483ad73b-ae00-4984-89c6-4e58e6cebbe8
2051,Prof. Mircea Neamţu,Str Nouă,str.,HCL 200/2002,Mureş-Muzicescu,H10,,,,,45f43930-ef4e-4ba7-b398-34dab815d34a
443,Profesor Dionisie Linţia,Linţia Dionisie Prof.,str.,,Fabric,"E3, E4",Kuncz,Kuncz,,Kuncz,69ae0e7e-488d-48a4-b33a-7cc21f9689cb
760,Profesor Dr. Valeriu Alaci,Somnului,str.,HCL 166/2005,Aradului Est,"C1, D I",,,,,d8bf62c0-d669-43c6-82f6-c5acf4928c94
674,Progresul,Progresul,str.,,Fratelia Miloia,"C9,C10,D9",Progresul,,,,35b93c0c-4c0d-46a2-bc5c-f2d343e60467
1172,Protopop George Dragomir,Turgheniev,str.,HCJ 23/1993,Piaţa Crucii,D6,Prota Dragomir,Prota Dragomir,,Prota Dragomir,13ecc79b-87ea-46f7-aff0-6be6cb3aca7e
1045,Protopop George Popovici,Feuerbach Ludwig,str.,HCJ 23/1993,Piaţa Crucii,D6,Hermes,Hermes,,Hermes,8cc7766e-f1db-48a0-94ae-0476528f560b
393,Protopop Meleţie Drăghici,Industria Lânii,splai,HCJ 23/1993,"Tipografilor,Medicinei","E3, F3",Industria Lânii,Industria Lânii,,Industria Lânii,f70226d8-9292-409a-865e-1154920e34f8
2301,Prunului,Str. Nouă,str.,HCL 304/2012,Zona Podul Modoş,,,,,,8d958a70-c454-4973-8bb4-acd51f36df7b
675,Prutul,Prutul,str.,,C.Martirilor,"D9, D10",Prutul,Prutul,Prutului,Prutul,b88574f3-f80c-43d3-b644-4ccfdb4b5709
677,Putna,Putna,str.,,Campus Univ.-Piaţa Crucii,"E6, F6",,,,,747eb069-7ea6-4300-b445-11125a25d7cd
682,Radu De La Afumaţi,Radu De La Afumaţi,str.,,Ronaţ,"Z4, Y4",Radu de la Afumaţi,Radu de la Afumaţi,Radu de la Afumaţi,Radu de la Afumaţi,353d9261-f4bd-4566-8421-7f58bb3d70d9
681,Radu Negru,,str.,HCJ 23/1993,Cetate,D3,,,,,9dcb7115-369f-4e34-b8dc-81db4b1c826e
2181,Radu Tudoran,Perp. Pe Cal. Ghirodei,str.,HCL53/2006,Ghiroda,,,,,,8389a51d-2d93-4514-ba40-ee3b360c48b9
683,Rahovei,Rahovei,str.,,"Dâmboviţa, Iosefin","A7, Z7",Rahovei,,Rahovei,,ac07c3b2-337f-46ca-90e6-e5076320f75d
704,Rândunelelor,Rândunelelor,str.,,Kogălniceanu,F2,Bancic Olga,Estonia,Bancic şi Estonia,Estonia,d9b13094-fbd2-496d-9705-c9e6f48c26e1
2067,Rapsodiei,Str. Nouă,str.,HCL 151/2001,Lidia-Mureş-Muzicescu,H10,,,,,ee4a525e-a7c7-4b66-8a15-a0619d4b7ceb
686,Rarău,Rarău,str.,,Ronaţ,"Y3, Z3",,,,,b434da7a-aaed-4c23-af41-2751c612d8ce
705,Râului,Râului,intr.,,C.Şagului,C9,,,,,628d09dd-b60b-46bc-80ad-e5351e9d7680
688,Răchitei,Răchitei,str.,,Andreescu,"Z7, Z8",Saratov,,,,a717e96a-634c-4944-a482-fa21343ec770
691,Răsăritului,Răsăritului,str.,,Aradului Est,"D1, C I, C1",,,,,8af6c44b-b1be-4ac0-aad6-8967c0c9ed46
692,Răscoala Din 1907,Răscoala Din 1907,str.,,Slavici,"X10, Y10",Răscoala din 1907,,,,8c377553-da21-4aed-b25d-f3f1bdcb2a8b
693,Războieni,Războieni,str.,,Ronaţ,Z5,Războieni,Războieni,,Războieni,202d3d69-c605-481d-b2ea-3c0bd50ba4b8
695,Recoltei,Recoltei,str.,,Venus,"G9, H9",,,,,e4984b18-6339-4069-adc5-5a5271664704
1174,Regele Carol I,Tinereţii,bv,HCJ 23/1993,Iosefin,"C6,B6","Talbuchin Mareşal P-ţa, B-dul Jdonov, B-dul 6 Martie","Talbuchin Mareşal P-ţa, B-dul Jdonov, B-dul 6 Martie",P-ţa Gen. Dragalina şi b-dul Berthelot,"Talbuchin Mareşal P-ţa, B-dul Jdonov, B-dul 6 Martie",eca6256f-f787-4375-bfc9-3fd2dbf1c163
1175,Regele Ferdinand I,Politehnicii,bv.,HCJ 23/1993,Centru,"C4,C5,D5",Politehnicii,Napoleon,,Principele Nicolae,09b786f2-76c8-4abb-8458-df7cd675c504
696,Regimentul 13 Călăraşi,Regimentul 13 Călăraşi,str.,,Medicinei,"E3, E4",Regimentul 13 Călăraşi,Regimentul 13 Călăraşi,Reg. 13 Călăraşi,Hohberg General,b4f87eaf-363c-4d1b-bd22-8bc8ea301672
964,Regimentul 5 Vânători,Goldiş Vasile,str.,HCJ 23/1993,Cretate,D3,Iunie unsprezece,Carol Petru,Carol Petri,Carol Petru,8ed4da67-c33c-440d-beb0-56d168ef1a19
1177,Regimentul 6 Artilerie Grea,Stradă Nouă,str.,,Mircea Cel Bătrân,B3,,,,,29271d6b-483b-4654-80cc-6a2b2372e9bf
380,Regina Maria,Horaţiu,piaţă,HCJ 23/1993,Cetate,C4,Horaţiu,Horaţiu,Horaţiu,Horaţiu,a34b96ed-5f0e-438c-b2b0-7286d72409c1
697,Remus,Remus,str.,,Elisabetin,"C5, C6",Remus,Remus,Remus,Remus,a7f56196-fe8f-4b47-a60d-8d5d8b24668f
698,Renaşterii,Renaşterii,str.,,"Kogăllniceanu,Telegraf.","F1, G2",Renaşterii,Renaşterii,Renaşterii,Renaşterii,2edd558c-7c8d-4e98-8fd8-6a325a962e1a
819,Rene Brasey,Tâmpa,str.,HCJ 23/1993,Loga,E4,Tâmpa,Tâmpa,Tâmpa,Tâmpa,04372b81-cc04-4536-b9f1-853dc04c9425
700,Republicii,Republicii,bv.,,Centru-Gară,"B5,C4-5,D4",Republicii,Regele Mihai I,Regele Mihai I,I.C.Duca,82016d19-50b4-4761-8693-991024c0ac92
701,Retezat,Retezat,str.,,Stadion,"E6, F6",Retezat,Retezat,Retezat,Retezat,af1df596-53f7-479c-8097-c663cb53e9dd
703,Revoluţiei Din 1989,August Douăzecişitrei,bv.,DEC.260/1990,Cetru-Medicinei,"D4, E4",August douăzecişitrei,Regina Maria,Regina Maria,Regina Maria,2a3902db-05f6-4558-9686-0d29bbece1d0
2189,Rezistenţa Bănăţeană,Str. Nouă,str.,HCL 498/2006,Plopi Sud,,,,,,bc8a30ac-a024-4e49-857f-080d62d86b81
2038,Richard Waldemar Oschanitzky,Str Nouă,str.,HCJ 5/2000,Viilor,E1,,,,,6d5adfab-bc0f-48fa-afe4-0ebf0d03373d
2028,Rigoletto,Str. Nouă,str.,HCL 151/2001,Lidia-Mureş-Muzicescu,H10,,,,,6c5ecd8d-087c-40a4-bddf-2cb67b7e6bee
709,Roma,Roma,intr.,,Campus Univ.,"E4, E5",Roma,Roma,Roma,Roma,6de3f5f3-11d6-48f1-85b8-98abec5701db
710,Romanilor,Romanilor,piaţă,,Fabric,"F3, F4",Rooswelt Franclin,Rooswelt Franclin,Rooswelt Franclin,Rooswelt Franclin,c5c8f8c7-00ee-45a5-88f0-8fae66bfcc5d
711,Romaniţei,Romaniţei,str.,,Slavici,"X10, Y10",,,,,324a970a-8908-488b-ae3a-c688347d785d
418,Romul Ladea,Ladea Romul,str.,,Crişan,"H2, H3",Tânăra Gardă,Fortunei,,Fortunei,5b990fd9-473c-462b-9a3b-d02525b9e8d2
712,Romulus,Romulus,str.,,Odobescu-Elisabetin,"C6,C7,D6",Romulus,Romulus,Romulus,Romulus,8b4a61d7-c61f-47fb-b61d-34d35511c0a5
2190,Romulus Maritescu,Intr. Nouă Paralelă Cu Str.Mărghitaş,intr.,HCL 498/2006,Plopi Sud,,,,,,fd8dc445-54c9-40c4-90f1-097ae9ff0083
715,Roşiori,Roşiori,str.,,Ronaţ,Z5,Roşiorilor,Roşiorilor,Roşiorilor,Roşiorilor,4f39dec6-fb1c-4aea-b9e1-55666c910517
716,Rotundă,Rotundă,str.,,Plopi,J5,,,,,56a47a43-8469-470e-be33-86cb406c4741
1241,Rovine,Rovine,str.,,Timocului,G3,,,,,7a51d967-a85a-4c54-861d-bff88c26b26d
717,Rozelor,Rozelor,,,Crişan,H3,Rozelor,Rozelor,Rozelor,Rozelor,4269d3ed-9632-4d42-bd65-de1ab2ec793c
2255,Rozmarinului,Str. Nouă Perp.C.Buziaşului Între Nr.132-134.,str.,HCL 354/2008,Buziaşului,,,,,,0c056746-f05c-49a8-aad7-607daf77b006
1251,Rudăria,Rudăria,str.,,Ronaţ,"Z2, Z3",Rudărie,Rudărie,Rudărie,Rudărie,0f49713c-534a-4996-b581-93761054129b
2146,Rudolf Otto,Str. Nouă,str.,HCL 151/2001,Fabrica De Zahăr,,,,,,514ea1d9-f3a0-49ad-9fcf-ba8ee678c6c3
528,Rudolf Walter,Str. Miriştei + O Parte Din Str.Bistrei,str.,HCL 106/2001,Câmpului,,,,,,d1deed2d-19b9-4d7a-8d63-19fdc42b0ac3
